TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	735	829	18.635	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	Gene3D	G3DSA:2.60.40.10		348	418	1.7E-23	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	Gene3D	G3DSA:2.60.40.10		462	525	1.7E-23	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	Pfam	PF07679	Immunoglobulin I-set domain	350	435	3.5E-10	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	Pfam	PF07679	Immunoglobulin I-set domain	450	528	4.4E-12	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	Pfam	PF07679	Immunoglobulin I-set domain	52	137	2.5E-10	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	Pfam	PF07679	Immunoglobulin I-set domain	270	343	1.1E-11	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	Pfam	PF07679	Immunoglobulin I-set domain	534	619	4.8E-12	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	Gene3D	G3DSA:2.60.40.10		155	244	4.3E-11	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	SUPERFAMILY	SSF48726		155	242	6.82E-12	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	Gene3D	G3DSA:2.60.40.10		1048	1114	1.7E-8	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	SMART	SM00408	Immunoglobulin C-2 Type	359	425	1.8E-10	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	SMART	SM00408	Immunoglobulin C-2 Type	453	518	4.9E-11	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	SMART	SM00408	Immunoglobulin C-2 Type	64	135	0.0058	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	SMART	SM00408	Immunoglobulin C-2 Type	544	609	0.0076	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	SMART	SM00408	Immunoglobulin C-2 Type	269	333	4.2E-18	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	SMART	SM00408	Immunoglobulin C-2 Type	163	230	0.41	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	SUPERFAMILY	SSF49265		632	822	1.62E-31	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	ProSiteProfiles	PS50835	Ig-like domain profile.	531	618	12.005	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	SUPERFAMILY	SSF49265		1023	1117	2.43E-10	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	SUPERFAMILY	SSF48726		49	139	2.09E-15	T	18-02-2015
TCONS_00000093|m.304	dbf40bbad1cefe3476c7d5d36f01fb82	1278	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	940	1036	18.596	T	18-02-2015
